653.113007565718,194.13550535471913
170.29819831650795,424.923881355878
750.4643358177564,217.1089946361645
994.4831096551553,633.6437568675939
419.7839475404158,327.13226484144855
823.3677790228622,481.1924834323391
538.1878423746952,770.0966284203853
209.4146845906395,481.9651379710377
333.08099409414535,749.1716412171112
464.13974738116235,437.88371618771714
740.8518322166872,667.1860811203214
238.296143637985,488.4623784747879
659.2023142723539,493.1931031898128
873.0238004174969,125.02804079790408
85.26022092435525,591.2496512861399
654.6612819726515,701.2331568631546
936.6528566167977,624.2208969650455
111.87037527849664,124.79553188343206
506.6119063813429,549.143873796792
756.8842349829001,722.1685875657312
